,Y,Text
9645,NUM:count,"What 's the maximum length , in inches , of "
9646,LOC:country,What country is located at 13 degrees North latitude and 
9647,LOC:other,Where are the busiest ports in the world ?  
9648,NUM:count,What is the pig population of the world ?  
9649,DESC:manner,How does the car in `` Christine '' become possessed 
9650,LOC:city,What city does McCarren Airport serve ?    
9651,NUM:count,What is the most number of goals scored by a 
9652,DESC:def,What are the Low Countries ?     
9653,ENTY:animal,What rabbit got its name because its ears resembled those 
9654,ENTY:termeq,Aspartame is also called what ?     
9655,ENTY:dismed,What is a fear of trees ?    
9656,HUM:ind,What actor has a tattoo on his right wrist reading 
9657,NUM:count,How many dollars a day did Arthur Frommer say you 
9658,ENTY:event,What holidays or observances are celebrated in Italy ?  
9659,HUM:ind,Who appointed the chair of the Federal Reserve ?  
9660,DESC:reason,Why do people shake hands to show friendliness ?  
9661,ABBR:exp,"In a computer , what does SCSI mean ?  "
9662,ENTY:food,"To get the most caffeine , what soda should I "
9663,DESC:reason,Why do they call it a `` funny bone '' 
9664,LOC:other,Where can I find up-to-date coastal ocean surface temperature information 
9665,DESC:def,What exactly is radiation ?      
9666,LOC:city,What are the two cities in Dicken 's `` A 
9667,HUM:desc,Who is Samuel F. Pickering ?     
9668,HUM:ind,What English queen had six fingers on one hand ? 
9669,LOC:other,What river runs through Liverpool ?     
9670,ENTY:food,What kind of nuts are used in marzipan ?  
9671,NUM:date,When did Mount St. Helens last erupt ?   
9672,ENTY:other,What does a polyorchid man have at least three of 
9673,DESC:desc,"What exactly , specifically does sleep do for you ? "
9674,NUM:date,When was child labor abolished ?     
9675,NUM:count,How many three-letter permutations can be made from the four 
9676,NUM:date,What time of year is air travel the heaviest ? 
9677,DESC:def,What does a red flag mean in auto racing ? 
9678,LOC:other,What 's the longest river in Canada ?   
9679,DESC:def,What is osteichthyes ?       
9680,HUM:ind,What tennis player has the nickname `` Nasty '' ? 
9681,DESC:manner,How do you do a topic outline ?   
9682,HUM:ind,What non-conformist abstract painter was dubbed Jack The Dripper by 
9683,NUM:count,How many furlongs are there in a mile-and-a-quarter recetrack ? 
9684,NUM:count,How many millimeters are in a mile ?   
9685,NUM:volsize,How big is a baby bald eagle ?   
9686,ENTY:color,What color is most often used to symbolize truth ? 
9687,ENTY:cremat,Stuart Hamblen is considered to be the first singing cowboy 
9688,NUM:count,What was the Great Britain population from 1699-172 ?  
9689,DESC:manner,How can a foreigner get a U.S. Social Security card 
9690,ENTY:termeq,What is the term for the sum of all genetic 
9691,ENTY:cremat,What is the best-selling television soundtrack of all time ? 
9692,LOC:mount,What mountain range marks the border of France and Spain 
9693,ENTY:cremat,"What late-night TV show features Larry , Bud , Melman "
9694,ENTY:product,What is the fastest computer ?     
9695,HUM:ind,Who founded the modern theory of probability ?   
9696,ENTY:termeq,What 's the term for a limestone deposit rising from 
9697,NUM:count,How many people did Randy Craft murder ?   
9698,HUM:ind,Who 's The King of Swing ?    
9699,HUM:ind,What bestselling modern poet was the co-founder of the famous 
9700,DESC:def,What does the term glory hole mean ?   
9701,HUM:ind,What South Vietnamese president was assassinated by his generals in 
9702,DESC:def,What 's the staff of life mentioned in the Lord 
9703,NUM:period,How old is too old for a child to not 
9704,NUM:date,When was the Hoover Dam constructed ?    
9705,ENTY:other,What ability has the silkworm moth lost through domestication ? 
9706,DESC:desc,What do you need to do to marry someone in 
9707,NUM:count,How many tenths of the Earth 's surface lie under 
9708,NUM:perc,What is the Pennsylvania state income tax rate ?  
9709,DESC:manner,How does marl form and what mineral does it contain 
9710,HUM:ind,Who won the 1968 California Democratic primary ?   
9711,HUM:ind,Who spoke the only word in Mel Brooks 's Silent 
9712,ENTY:dismed,What is a fear of sourness ?    
9713,HUM:ind,What was Thatcher 's first name ?    
9714,DESC:manner,How do I get my LAN card activated so that 
9715,DESC:desc,What do insects do through their spiracles ?   
9716,HUM:gr,Name the fast food chain with the golden arches . 
9717,ENTY:lang,What are the languages spoken by the natives in Afghanistan 
9718,DESC:desc,What is the origin of Boxing Day ?   
9719,ENTY:cremat,What Robert Louis Stevenson novel was inspired by Deacon William 
9720,ENTY:dismed,What is a fear of rejection ?    
9721,DESC:desc,What was the rallying cry of the early American revolutionaries 
9722,HUM:ind,Who was the first Russian astronaut to walk in space 
9723,ENTY:product,What is the best selling computer model ever ?  
9724,ENTY:dismed,What is a fear of food ?    
9725,HUM:ind,Who wrote ` Dubliners ' ?     
9726,NUM:period,What is the life expectancy of an elephant ?  
9727,DESC:desc,What are the short- and long-term effects of underage drinking 
9728,DESC:reason,What 's the claim to fame of night watchman Frank 
9729,ENTY:other,Name of King Arthur 's sword ?    
9730,ENTY:cremat,What 1981 Candice Bergen-Jacqueline Bisset movie was a remake of 
9731,HUM:ind,Who is Malaysia 's 43rd prime minister ?   
9732,HUM:ind,Who founded the first aerodynamics laboratory in 1912 ?  
9733,NUM:money,What is the fare cost for the round trip between 
9734,DESC:def,What is a bone marrow transplant meant for ?  
9735,DESC:def,What does the name Calder mean ?    
9736,HUM:ind,Who said `` Give me liberty or give me death 
9737,LOC:other,What is the location of McCarren Airport ?   
9738,ABBR:exp,What does the abbreviation OAS stand for ?   
9739,ENTY:termeq,What is the nickname of the Cleveland Indians ?  
9740,ENTY:cremat,What Frederick Forsyth novel chronicles the toppling of an African 
9741,DESC:reason,"What makes Black Hills , South Dakota a tourist attraction "
9742,ENTY:animal,What was the name of Baretta 's cockatoo ?  
9743,NUM:money,By how much will the California state gas tax rise 
9744,HUM:gr,What 's Japan 's largest car manufacturer ?   
9745,HUM:ind,Name of the powerful white trader in Conrad 's `` 
9746,NUM:dist,How long is the border between Canada and the 48 
9747,ENTY:termeq,What do you call a date that contains sequencing numbers 
9748,ENTY:color,What color is the cross on Switzerland 's flag ? 
9749,LOC:other,What is the largest island in the Mediterranean Sea ? 
9750,NUM:money,What was Joe Namath 's first contract worth ?  
9751,LOC:other,Where is Rider College ?      
9752,LOC:other,Where was chop suey invented ?     
9753,DESC:manner,How can I gain access to a spy satelite ? 
9754,DESC:reason,What is Archimedes famous for ?     
9755,LOC:other,Where does dew come from ?     
9756,NUM:period,How old was Lucille Ball when the show `` I 
9757,ENTY:food,What 's the most delicate-tasting member of the onion family 
9758,LOC:other,What landmark Italian restaurant can be found at 239 West 
9759,ENTY:termeq,What do you call a book of quotes ?  
9760,NUM:count,How many points is a bullseye worth in darts ? 
9761,LOC:other,What are some mythology websites ?     
9762,DESC:def,What is cunnilingus ?       
9763,HUM:gr,Rotary engines were manufactured by which company ?   
9764,ENTY:cremat,What 1942 espionage movie reunited director John Huston with Maltese 
9765,LOC:country,What nationality is Ileana Cotrubas ?     
9766,DESC:def,What is object-oriented design ?      
9767,DESC:reason,Why does a woman have to be a virgin to 
9768,NUM:other,What is the population of Kansas ?    
9769,HUM:ind,Who invented the pull-tab opener on cans ?   
9770,HUM:ind,What is the name of the deranged super-criminal Otto Octavius 
9771,HUM:ind,Whose acceptance speech of more than 3 minutes prompted a 
9772,NUM:count,How much Coca Cola is drunk in one day in 
9773,HUM:gr,Name the tree growing company .     
9774,ENTY:cremat,What is Dr. Seuss ' most popular book ?  
9775,DESC:manner,How does food color affect how you think it will 
9776,LOC:other,Where did the world come from ?    
9777,DESC:def,What does verdandi mean ?      
9778,ENTY:animal,What animal dined on bread and oysters with a carpenter 
9779,LOC:other,What island group is Guadalcanal a part of ?  
9780,HUM:ind,Who declared : `` I think I 'll go out 
9781,DESC:desc,What is the origin of `` barbeque '' ?  
9782,DESC:manner,How do you clean badly tarnished brass ?   
9783,NUM:count,How many e-commerce companies are started every day ?  
9784,DESC:def,How can you define time ?     
9785,LOC:country,What 's the only East european country not tied to 
9786,NUM:date,What is Judy Garland 's date of birth ?  
9787,ABBR:exp,What does HIV stand for ?     
9788,ENTY:termeq,What is Shirley MacLaine known as ?    
9789,DESC:manner,How is plastic made ?      
9790,ENTY:techmeth,What are the 7 principles of learning from the Institute 
9791,ENTY:cremat,What book was F. Scott Fitzgerald working on when he 
9792,DESC:manner,How do ants have sex ?     
9793,HUM:ind,Which former Ku Klux Klan member won an elected office 
9794,NUM:dist,What is the length of border between the Ukraine and 
9795,ABBR:exp,What is HDLC ?       
9796,ENTY:food,What joins white wine to put the spritz in a 
9797,DESC:def,What is a nematode ?      
9798,DESC:def,What is the meaning of `` CPR '' ?  
9799,ENTY:color,What color are seven of every 10 houses in the 
9800,ENTY:other,What does a phobophobe fear ?     
9801,DESC:def,What is capitalism according to Max Weber ?   
9802,LOC:country,What country has the highest arson rate ?   
9803,ENTY:color,What color beans did the ancient Romans refuse to eat 
9804,ENTY:techmeth,What do sailors use to measure time ?   
9805,HUM:ind,Who was the actor who played Sam in the movie 
9806,LOC:city,What city does Orly Airport serve ?    
9807,LOC:other,Where did Woodstock take place ?     
9808,ENTY:sport,What 's the most popular form of gambling with women 
9809,HUM:title,What task does the Bouvier breed of dog perform ? 
9810,NUM:period,What is the average time to kiss somene ?  
9811,LOC:country,What are the top five oil-producing countries in the world 
9812,HUM:ind,What New Orleans D.A. claimed : `` My staff and 
9813,LOC:other,Where can one find Rider College ?    
9814,NUM:count,How much caffeine is in a 16 oz cup of 
9815,DESC:reason,Why do oceans contain salt water instead of fresh water 
9816,ENTY:other,What is Bella Abzug 's sartorial trademark ?   
9817,HUM:ind,"What was the real name of writer Ross Macdonald , "
9818,ENTY:animal,"What spider makes a superb pet , even said to "
9819,DESC:def,What does the word affiant mean ?    
9820,ENTY:veh,What vehicles are raced in the Tour de France ? 
9821,NUM:volsize,How big is Australia ?      
9822,ENTY:other,What does it take to be a hero ?  
9823,DESC:manner,How do they type Chinese characters on a keyboard ? 
9824,ENTY:animal,What animal causes the biggest threat to humans ?  
9825,ENTY:dismed,What is a fear of ruin ?    
9826,LOC:country,What countries have the most auto thefts ?   
9827,HUM:ind,Who makes chicken `` finger lickin '' good ?  
9828,HUM:ind,What director portrayed the commandant of the POW camp in 
9829,HUM:ind,What are the names of Jacques Cousteau 's two sons 
9830,ENTY:cremat,What British TV series inspired All in the Family ? 
9831,DESC:def,What does the word terrorism mean ?    
9832,HUM:ind,Who accompanied Space Ghost on his missions ?   
9833,DESC:def,What does N est-ce pas mean ?    
9834,ENTY:word,Name the 5 words that use all of the letters 
9835,DESC:desc,What is the origin of the word `` tampon '' 
9836,HUM:ind,What World War II leader declared : `` The blow 
9837,DESC:manner,How can I get a CCT diagram ?   
9838,HUM:ind,Who was Israel 's first prime minister ?   
9839,ENTY:color,What is the most popular sports car color ?  
9840,LOC:country,What country boasts Ismail 's Palace and the Palace of 
9841,ENTY:cremat,What Broadway show introduced the song Some Enchanted Evening ? 
9842,DESC:def,What is a plant supplement ?     
9843,LOC:other,Where could I go to take a ride on a 
9844,ENTY:product,What product did William Horlick discover and produce ?  
9845,HUM:title,"When not adventuring on Rann , what does Adam Strange "
